guID,Date,Start Time,End Time,Event Name,Location,Category,Host,Event Description
408,7/22/2023,12:00 PM,1:00 PM,"A Kpop Discussion: Underrated Artists,News, and Events",Panel 4,Panel,thekfocus,"Here is where you can discuss all things Kpop! As a Kpop fan, the owner of thekfocus a new YouTube channel, hopes to share her passion and love for East Asian culture and Kpop with the world. It's casual, so feel free to chime in whenever you'd like!"
410,7/22/2023,7:30 PM,8:30 PM,Rate My Husbando #3,Panel 4,Gameshow/Game,Kawaii Neko Productions,"Who is best husbando? Luffy or Zorro? Goku or Vegeta? Levi or Eren? Come defend your man in an interactive debate panel where YOU decide who is the sexiest man in anime! Arrive early to sign up, there will be prizes for everyone who debates!"
411,7/22/2023,12:00 PM,2:00 PM,Anime Bingo w/ Fuzion Games,Panel 6 (Workshops),Gameshow/Game,Fuzion Games,Bingo with a twist! Combine your bingo luck with anime trivia! Bring some friends and win some prizes!
414,7/22/2023,10:00 PM,11:00 PM,Anime Wheel of Fortune w/ Fuzion Games,Gameshows! (Panel 3),Gameshow/Game,Fuzion Games,"The classic game show comes to Tekko! Three contestants will compete head-to-head to see who can solve our anime related puzzles first! The more points they earn, the more EXP they receive to trade in for prizes!"
415,7/22/2023,10:30 AM,11:30 AM,"Um, Actually... w/ Fuzion Games",Gameshows! (Panel 3),Gameshow/Game,Fuzion Games,The Youtube gameshow comes to Tekko! Three contestants face of in a battle of knowledge as they buzz in to correct false statements about nerd culture. The only gameshow where you actually want to be THAT guy. Come join us as our contestants and audience earn EXP to exchange for prizes!
416,7/22/2023,7:00 PM,8:00 PM,KPOP TRIVIA!,Gameshows! (Panel 3),Gameshow/Game,Colleen,Come test your knowledge on all things Kpop in this trivia game panel!
417,7/22/2023,3:00 PM,4:00 PM,Your Faves Need Therapy (Again): AI: The Somnium Files,Tekko Gakkou,Gakkou Panel,Cosplayer Survivor Support Network,(Suggested age 13+) CSSN is back with more psychology-based examinations of your faves from the Somnium Files series—now with nirvanA Initiative! Spoilers warned. For entertainment/education purposes only. Psync with us!
430,7/22/2023,7:30 PM,9:30 PM,Do Your Choices Matter?,Tekko Gakkou,Gakkou Panel,Cosplayer Survivor Support Network,Interactive fiction has a rich history and modern media purports to make you the master of the characters’ destinies. But are you really directing the action or just following a path laid out for you?
431,7/22/2023,11:30 AM,12:30 PM,Trickssi: 10 Years of “Cosplay Is Not Consent”,Panel 9 (Cosplay),Cosplay,Cosplayer Survivor Support Network,"The phrase has been around for 10 years, but how has it actually impacted our community, if at all? Cosplayer Survivor Support Network founders, Tekko’s own Feytaline & Trickssi, share their insights."
432,7/22/2023,12:30 PM,1:30 PM,Dropping the Subtitles: How to Learn Japanese,Panel 5,Gakkou Panel,Corral Summer,Tired of relying on subtitles? This panel will reveal the secrets to how you can learn Japanese and enjoy your favorite anime in it's native language
433,7/22/2023,9:00 PM,11:30 PM,Littlekuriboh is God: The 18+ Musical,Panel 7 (18+),Panel,Sassy Curry,Calling all Littlekuriboh fans! Join us for the ultimate Yu-gi-oh the Abridged Series sing-along event. Sing your heart out to the hilarious musical medley brought to you by your favorite Internet abridger.
434,7/22/2023,6:00 PM,7:00 PM,Paradise and Other Kisses – Manga for Women,Panel 4,Panel,Cynthia Crise,"Office ladies, vampires, and human pets.  Fashion, food, music, and theater.  Crocodiles and jellyfish.  Women in a downward spiral and women finding their way back up.  If you know Chihayafuru, Paradise Kiss, and Kids on the Slope, you already know josei.  Funny, sexy, smart, josei manga is comics for women."
436,7/22/2023,12:30 PM,1:30 PM,Kawaii Yaoi Kisses,Panel 7 (18+),Panel,Cynthia Crise,"Are you yaoi curious?  Have you ever wondered what this ""yowie"" stuff is all about but been afraid to ask?  This year, Yaoi Kisses will explore the cute and tender side of boys' love.  No need to fear, as you dip a cautious toe (or other part) into the yaoi stream, we will be gentle.  Plus hot guys kissing.  18+"
437,7/22/2023,4:30 PM,5:30 PM,Do a barrel roll! A Star Fox 30th anniversary celebration.,Panel 4,Panel,Ghostpepper,"Nintendo's high flying franchise Star Fox turns 30 this year!  Let's talk the origins of this original Japan/U.K collaboration how it's evolved, and more importantly, you'll be showing off your flying and shooting skills as you play some of the games' highlights and obscure entries."
438,7/22/2023,8:00 PM,9:00 PM,Living and Working in Japan,Panel 5,Gakkou Panel,Dan and Marina,"If you've ever dreamed of working in a country with functional public transit and healthcare, you probably have questions about how that works. Come get the answers from a couple that did that for 3 years."
439,7/22/2023,4:30 PM,5:30 PM,Midwestern Idol Union Meetup,Meet Ups,N/A,Decebal Constantin,"Do you love idols, from Love Live to Idolish7 to original idols? Come meet idols from all across the Midwest, at the Midwestern Idol Union Meetup!"
440,7/22/2023,5:30 PM,6:30 PM,The Kitty Connection: Loving the Hello Kitty Lifestyle,Gameshows! (Panel 3),Panel,Hillary and Eric,"Can I see Hello Kitty no matter where I am at home? Is it wrong to eat food shaped like her? Am I morally conflicted about Hello Kitty toilet paper? If you've asked yourself these questions, then you're not simply a Hello Kitty fan -- you're living a lifestyle. Regardless if you know of our queen just in passing or if you can name every member of her family including her random twin sister, you are invited to an engaging discussion about the Hello Kitty lifestyle. Discussion topics include defining factors of the Hello Kitty lifestyle, distinguishing features of Hello Kitty's legion, exactly how far can one take the lifestyle (i.e. can one live entirely off of Hello Kitty merchandise), and general points of interest about Kitty (such as interesting collaborations and Hello Kitty's style over time). Opinions of many Kitty fanatics on these topics will be shared. Audience participation and smiles are encouraged."
441,7/22/2023,12:00 PM,1:00 PM,Plus Sized Lolita ,Panel 8,Fashion,Emil,Plus sized and interested in lolita but worried about the measurements in all the listings out there? We'll give an overview of how to navigate the fashion for someone plus sized and ready to jump in! 
442,7/22/2023,1:00 PM,2:00 PM,Please Use a Pattern,Panel 9 (Cosplay),Cosplay,Gretchen Lecrone,"Cosplay doesn't have to be so hard! Please use a Pattern will teach you how to read and assemble a fashion pattern, taking the guesswork out of cosplay. "
443,7/22/2023,5:00 PM,6:00 PM,"Lolita and Jfashion 101: the Hime, the Gothic, and the Gyaru",Panel 8,Fashion,Kat Stewart,Take a look at the darker side of jfashion! We'll be exploring jfashion styles that overlap with western goth fashion and looking at the back and forth influences between the regions. 
444,7/22/2023,6:00 PM,7:30 PM,Game Masters' Round Table,Panel 6 (Workshops),N/A,Jordan,"Are you a game/dungeon master with tips and strategies you've been itching to share with other TTRPG masters and players? Are you a player wanting more information about what goes on behind the screen, or even considering stepping into the GM role itself? Come join us for a round table discussion about everything game mastering! Game masters and players are welcome to an audience discussion about the trials, tribulations, and triumphs of game mastering. We'll be talking about everything from session zero planning to battle strategies for the BBEG. Questions will come from a prepared list as well as the audience itself. Bring your game mastering binder and a pen and be prepared to take your game mastering to the next level and maybe even make some friends along the way!"
446,7/22/2023,3:30 PM,4:30 PM,Japanese Political History in Popular Media,Panel 5,Gakkou Panel,Justin Whittington,"A brief examination of Japan's political history as portrayed in three popular media examples: the Pokémon franchise, FLCL, and Cowboy Bebop. Two primary issues will be tackled: Japanese colonialism and historical revisionism in Pokémon, and the impact of post-WWII US occupation on Japanese culture as evident in FLCL and Cowboy Bebop."
451,7/22/2023,6:30 PM,7:30 PM,Name that Print! (A Lolita Trivia Panel),Panel 8,Fashion,Kat Stewart,"Do you know the difference between Melty Royal Chocolate and Melty Ribbon Chocolate? Can you spot Milky Planet or Holy Lantern from a mile away? Or do you just like Jeopardy!-style panels? Then come on down for Name that Print! Where the Double Jeopardy!'s are Triple Fortune, and you can have your Honey Cake and Eat Me, Ink Me too!"
457,7/22/2023,3:30 PM,4:30 PM,The Price is Right: An EGL Trivia Game,Panel 8,Fashion,Hope ,"""Come on Down!"" say a prayer to Mana-Sama, spin the prize wheel, and test your knowledge (or luck) about the fair market value of the most popular lolita prints of all time. Contestants will be quizzed on the current trading price of popular prints on Lacemarket along with the archived original price of the item. "
458,7/22/2023,1:30 PM,2:30 PM,Addiction and Substance Use in Anime/Manga,Tekko Gakkou,Gakkou Panel,Jennifer Palmquist,"Have you ever wondered about the situations your favorite anime characters might find themselves in as it relates to addiction and substance use? This panel will explore the disease model of addiction, and substance use in particular, through discussions involving physiological and psychological processes that can take place within an individual as well as how addiction can begin. (Working description - definitely subject to change as I'm not a fan of the wording as it stands)"
459,7/22/2023,11:00 AM,12:00 PM,KimoNO or KimoYES? (It depends on what you mean),Panel 5,Gakkou Panel,Kate,A basic introduction to the different types of kimono and obi; AKA: articles of traditional Japanese clothing. Also: what ISN’T a kimono. With hands-on examples.
460,7/22/2023,4:30 PM,5:30 PM,Shounen Deconstructed,Tekko Gakkou,Gakkou Panel,Katy Scarlet,Shounen media has changed a lot over the years - or has it? Get to the bottom of what makes shounen SHOUNEN in “Shounen: Deconstructed”!
462,7/22/2023,1:30 PM,2:30 PM,Name That Tune!,Gameshows! (Panel 3),Gameshow/Game,Katy Scarlet,Can you name that tune? Recognize that artist? Put your music trivia to the test in this music themed battle!
464,7/22/2023,10:30 PM,11:30 PM,Danganronpa Roasts with Junko Enoshima (feat. special guest Makoto Naegi!),Panel 4,Panel,Bee (@law_of_cosplay),"Junko Enoshima will give her frank opinions of the entire Danganronpa cast (accompanied by powerpoint!) and will invite the audience to join her in her roasting. At the end, the floor will open up for the audience to roast Junko (But be prepared for her to retaliate!)"
465,7/22/2023,9:30 PM,10:30 PM,"Self-Publishing, Webnovels, Artist Alley, and More! Being an Indie Creator Panel",Panel 5,Gakkou Panel,LionBolt,"LionBolt is a self-published author, webnovelist, animator and youtuber who has sold his books at over a dozen artist alleys across the country. If you want to make a career out of your creativity, or just want to showcase your ideas to the world, come by for this casual conversation about being an indie creator! LionBolt is here to answer your questions on anything from writing, self-publishing, selling at artist alleys, light novels, webnovels, and freelance work."
466,7/22/2023,2:00 PM,3:00 PM,"Old Show, Current Politics: What’s the deal with Legend of the Galactic Heroes?",Panel 5,Gakkou Panel,Matt Lieb,"Let's take a closer look at the anime classic, Legend of the Galactic Heroes! We'll delve into the deep and relevant themes it covers, what it was trying to say, and what we can take away from it."
467,7/22/2023,11:00 AM,12:00 PM,Intro to Medieval Longsword,Formal Ballroom,Main Event,Pittsburgh Swordfighters,"
Pittsburgh Sword Fighter’s Longsword program is based on 14th-century manuscripts as taught by Master Johannes Liechtenauer.

Want to learn directly from PSF instructors? Be sure to complete this form: https://forms.gle/DsAMRPFc8UU9bNrx9

Ten slots are available to those who apply on a first come, first serve basis for this no contact class. Spectators are welcome.
"
468,7/22/2023,3:30 PM,5:00 PM,Are You Smarter Than Organization XIII?,Gameshows! (Panel 3),Gameshow/Game,Jocie Farrell,Keyblades and munny and hearts - oh my! Celebrate over 20 YEARS of Kingdom Hearts at this quiz show extravaganza for a chance to compete against a lot of Nobodies and prove that you have the knowledge of a true Keyblade Master.
469,7/22/2023,10:00 PM,11:00 PM,Classical Literature in Anime/Manga,Tekko Gakkou,Gakkou Panel,Victorian Rose Art Studio,Ever wonder why the story of your favorite anime/manga sounds just like that book (or spark notes) you had to read for English class?  Anime/manga has created a new medium to bring an interest in classical literature to a new generation. Come learn about anime/manga that take their inspiration/cues from classical literature. 
470,7/22/2023,10:30 AM,11:30 AM,Tekko Pin Trading!,Meet Ups,N/A,Siz,Got enamel pins? Come and trade them! All pins are welcome! 
471,7/22/2023,4:30 PM,6:00 PM,Running in the 99's and 2000s,Formal Ballroom,Workshop,109 Degrees Gyaru-sa,"You know the music from shows like Initial D. You know the dance moves from Gyaru culture. 109 Degrees is proud to debut our Para Para workshop: “Running in the 99s and the 2000s” at Tekko 2023! You’d best get those dancing shoes ready, because we’re going to be teaching you some of our favorite Para Para routines to the HOTTEST Eurobeat songs! Everybody’s welcome, from beginners to the pros!"
474,7/22/2023,6:00 PM,7:00 PM,Anime Secret Santa - Christmas in July,Meet Ups,N/A,Deanna,"Back again, this is a fun way to give and get gifts. Bring a present (wrapped, or at least in a shopping bag) valued at $20 or less. We will be exchanging white elephant style."
475,7/22/2023,3:00 PM,4:00 PM,BJD Swapmeet - All Dolls Welcome,Meet Ups,N/A,Deanna,"Hosted by the Pittsburgh BJD Facebook Group, if you like anything doll related, come check us out!"
476,7/22/2023,8:00 PM,9:00 PM,JFashion Jeopardy ,Panel 8,Fashion,Becca Suehr,Are you interested in JFashion? Are you a veteran member of the JFashion community? Are you just really fond of game shows? Come play JFashion jeopardy with us! Join us for a fun way to learn more about the many different styles of JFashion and an ice breaker for meeting other people in the community! 
477,7/22/2023,5:30 PM,6:30 PM,Revan Kenway Cosplay 200 ,Panel 9 (Cosplay),Cosplay,Revan Kenway,"teaching people about using foam, resin, worbla, and 3d printing to create the best props and costumes. "
478,7/22/2023,2:30 PM,3:30 PM,EION and Kama: Cosplaying in Japan,Panel 9 (Cosplay),Gakkou Panel,EION and Kama,"Japan, the birthplace of cosplay. But have you considered what it would be like cosplaying there or wondered what it's like?"
479,7/22/2023,9:00 PM,11:00 PM,My Hero Sleepover ,Formal Ballroom,Gameshow/Game,Enrana of Asgard ,Come Join UA for a sleepover! Heroes and villains welcome. We will be playing games and have prizes. 
480,7/22/2023,6:30 PM,7:30 PM,Building a National Identity for Japan: Propaganda and Historical Fiction in Anime,Panel 5,Gakkou Panel,Consider the Nonsense,Art is often used to build a shared understanding of a culture. We’ll examine how WWII propaganda has transformed into industry collaboration and how historical fiction can reflect national identity.
482,7/22/2023,10:30 AM,10:30 AM,Anime and RPGs,Panel 4,Panel,Consider the Nonsense,"Join us as we explore the history of tabletop storytelling tropes in anime from classics like Record of Lodoss War to modern favorites like Konosuba, and then try to reimagine some shows as ttrpgs."
484,7/22/2023,5:00 PM,6:00 PM,Shiba Inus,Panel 5,Panel,Stephanie Zewe,An informational panel about Japan's ancient and cherished dog breed.
485,7/22/2023,6:00 PM,7:00 PM,Exploring Cyberpunk Anime,Tekko Gakkou,Gakkou Panel,ProfessorViral,"From Ghost in the Shell to Edgerunners, anime has some amazing Cyberpunk entries with amazing style and complex themes. Let's dig into it together!"
486,7/22/2023,11:00 PM,1:00 AM,Bad Fanfiction Sex Scenes Read-Along,Panel 7 (18+),Panel,Lillian Osthoff,"Terrible erotica, impossible body positions, ridiculous adjectives -- all of these or more are staples of far too many fanfiction sex scenes. For your amusement and trauma, join in on our group reading of a few or just kick back as a spectator. Either way, laughs and groans are guaranteed!"
487,7/22/2023,9:00 PM,11:30 AM,Anime Merchant Battle,Panel 4,Gameshow/Game,ZephyraKat,Do you have what it takes to be a prosperous merchant in Trenni? Come pitch your anime inventions and ideas to merchant Kraft Lawrence and his companion Holo for funding! Will you win big? Or face the wolves?
488,7/22/2023,3:00 PM,4:00 PM,It's a Gundam,Panel 4,Panel,Zach,Join me as I go down the rabbit hole and explore how the definition of a Gundam
489,7/22/2023,10:00 PM,11:00 PM,I am Jez Roth: 25 Years of Cosplay - from Fan to Authority,Panel 2,Cosplay,Jez Roth,"Jez Roth is one of the most successful Cosplayers who has won many Best in Shows, designed for Celebrities, worked on One Piece, television and owns the first School of Cosplay. How did he arrive here? Join him as he takes you on the journey from being a timid fan with big dreams to a Cottagecore Ballroom loving Vegas designer who parties with Studio Ghibli and Drag Race Queens. Tips, tricks, and tea await!"
490,7/22/2023,5:30 PM,7:00 PM,Anime OVAs and You...and Me,Panel 7 (18+),Panel,OVA Wednesday Squad,"This panel will discuss the rise and fall of the anime OVA, it's part in the medium overall, and how it is today. We will additionally discuss some unique and worthwhile OVAs, and some....less so. "
491,7/22/2023,3:30 PM,5:00 PM,CON/fused,LARP 1,LARP,Tekko Staff,"In this game, informal play at a convention allows somebody to steal the spotlight. Or at least try to steal the spotlight. Very little prep required. Play with friends or strangers in sets of 3-4! :)"
493,7/22/2023,6:00 PM,7:30 PM,Too Many Mediums,LARP 1,LARP,Tekko Staff,"What happens when your seance is overloaded with Mediums? Well, it can get pretty loud, and the ghosts of the beyond usually tend to sound a lot like rowdy game convention attendees. 

Too Many Mediums is a comedic freeform game meant to be played in a noisy convention hall for four players and, of course, plenty of unwitting audience participation."
494,7/22/2023,10:00 AM,12:00 PM,Death of the Japanese Emperor,LARP 2,LARP,Tekko Staff,"
You're in a group of friends. One of you won a $100,000 lottery and decided to get you all a vacation in Japan. You traveled to Tokyo for 2 weeks of unforgettable time and a New Year party. However, before New Year, 2 days before Christmas in Japan there's another holiday - Tenno Tanjobi, Emperor's birthday. It's one of the two days in a year when the imperial palace is open to public, and when the Emperor personally greets the gathered crowd. 

You were waving the small flags around when the Emperor Akihito showed up on the balcony with his family, and then two explosions were sounded - a smaller one and the stronger one - and a hole was left where the Emperor had been. There was a great panic and mess. Security grabbed you and several more people, and you've been transported to prison.

Separated, interrogated, with no lawyer, without being allowed a call. And then you've been thrown one by one in a common cell where you're spending your Christmas Eve...

Death of the Japanese Emperor is a 2-hour modern larp for 4-8 players + 1 game master. Players play suspects for the murder of the Emperor, while the game master plays a prison guard."
495,7/22/2023,11:00 AM,11:30 AM,Intro to LARP for kids,LARP 1,LARP,Tekko Staff,A learning lesson for children on LARP and the nature of structured imaginitive play
497,7/22/2023,11:30 AM,12:30 PM,Let’s Be Dinosaurs! (kid friendly),LARP 1,LARP,Tekko Staff,"Prepare to transport your consciousness across millions of years of time and space into the body of a previously undiscovered species of Dinosaur. Welcome to prehistoric times: the wilderness of our ancient Earth was once ruled by a varied group of animals we now call Dinosaurs. There were so many that a new species seems to be re-discovered every day.

We now know dinosaurs were not cold-blooded. They lived in a wide range of climates with diverse adaptations. We also know that many had feathers and were not just brown and scaly. It seems that with each new discovery, our preconceptions of what is a dinosaur are being challenged and revised.

Together, we will roam these ancient landscapes as a previously undiscovered species of dinosaur..."
498,7/22/2023,12:00 PM,1:00 PM,pieces,LARP 2,LARP,Tekko Staff,"You are trapped.
Your pieces are your only resources.
Escape, or fall apart trying.

pieces is based on the body horror genre and deals with themes of sacrifice, control over your own body, and what makes you human. It is a cooperative roleplaying game that experiments with the paper aspect of pen-and-paper tabletop gaming.

The game can be lighthearted or very serious, depending on the players. Because of this, each time you play, decide on the tone you want to pursue as a group before beginning the game."
501,7/22/2023,12:30 PM,2:00 PM,Star Level 10 (kid friendly),LARP 1,LARP,Tekko Staff,"You have died. Which is, after all, sad. There is good news, though: You will get to live again. After you die, your ghost flies into the night sky to collect fragments of stars. 

As you collect stardust from the sky, you meditate upon what was pleasing about your previous life. These pleasant memories then become your gifts of positive destiny in the lives of others. If you can collect enough bits of stars from the sky, then you can ensure their new life is pleasant and nice. They will be working to make your new life as pleasant as possible as well."
507,7/22/2023,1:00 PM,5:00 PM,"My Jam: A game of music, magic, and high school drama",LARP 2,LARP,Tekko Staff,"My Jam is a larp in which players embody high-school musarchs—magicians whose powers are focused through music—at the biggest dance of the year. During the dance you’ll be able to hang with your friends, pick arguments with your frenemies, and moon over your crush, just like any other high school dance. 

But when your music is playing, you become the most powerful being on the dance floor—and maybe the entire gymnasium! At the end of the night, one of you will be elected Dance Monarch and enact a powerful ritual that can permanently change the world."
508,7/22/2023,2:00 PM,3:00 PM,The Hydra Artist’s Masterpiece,LARP 1,LARP,Tekko Staff,"The Hydra Artist is in trouble. After centuries of coordinating their many serpentine Heads to make small works of art, they finally have a chance to submit to the famous Monster Gallery! The deadline is approaching and an interloper has just severed the head of the Hydra Artist’s creative visionary - Elder Acid. Much to everyone’s surprise, 2 confused new Heads grew in Elder Acid’s place. 

As the Heads of the Hydra Artist, release your feelings on the loss of Elder Acid and the welcoming of two new Heads onto your Masterpiece while coordinating the changes to your collective body.

Note: While this game is not messy, it does involve art supplies and drawing/painting, so beware of expensive clothes/cosplay!"
510,7/22/2023,3:00 PM,5:00 PM,Uwe Bolls’ X-mas Special (18+),LARP 1,LARP,Tekko Staff,"Uwe Boll's Christmas Special is an American freeform larp intended to simulate the delicious chaos of a hypothetical Christmas special directed by controversial German director Dr. Uwe Boll (now is the time to Google him, if you haven't already). The larp requires 8-12 players and is intended to last somewhere between 90 minutes and 2 hours – incidentally the length of a typical Uwe Boll movie. 

Players take the role of miscast actors starring in a genre mash-up gone awry. We intend the game as a tongue-in-cheek homage to Boll's work: off-color video game adaptations and tasteless shooter flicks that shock, enthrall, bore and occasionally move DVD audiences worldwide. 

Note: Boll's work also happens to be all about offensive content: gross zombies, Nazis, ableism, kinky sex jokes, etc. Any group seeking to play this game should discuss its boundaries at the beginning of the game, or at least establish that raunchiness will ensue.

This game is Rated R for extremely crude humor throughout, including strong sexuality, violence, pervasive language, and some drug use."
511,7/22/2023,5:00 PM,5:30 PM,A Crow Funeral,LARP 1,LARP,Tekko Staff,"A fellow crow has died and we will gather to mourn their passing, but more importantly to understand why they died. Not in a metaphysical way, but in a practical way - what killed this creature and how can we ensure it won’t kill us as well? We are crows and this is the crow way.

In A Crow Funeral, the players take the roles of opinionated crows arguing the cause of death of a member of their murder. At the beginning of play, players will split apart for a short while,then come together and join as a group. The game uses a simple hand-stacking mechanic guiding who can speak at any given moment. 

Players should know that the game involves touching hands and people being shouted down forspeaking out of turn."
512,7/22/2023,5:30 PM,6:00 PM,Bell the Cat,LARP 2,LARP,Tekko Staff,"This scenario is a gathering of mice in a panel inside the wall. Outside, in the room, lies a multitude of cheese, sausage, and other foods. Unfortunately, patrolling around the food is a large, hungry cat. If the cat were belled, the mice could hear it coming and escape, but who is to bell the cat?

Famous mice discuss plans and try not to die. Come play your favorite famous mouse! "
513,7/22/2023,5:30 PM,9:00 PM,Betrothals and Betrayals,LARP 1,LARP,Tekko Staff,"Lady Bathurst has invited a number of eligible young ladies and gentlemen to stay at Albion Hall, in the hope of finding a suitable match for her only daughter. However, behind the polite conversation and pleasant surroundings lurks many a dark secret and hidden agenda… 

Inspired by the works of Jane Austen and Susanna Clarke

The game is set in a version of Regency England where magic exists. However, most people are unaware of the existence of magic. Betrothals and Betrayals is intended to be a mostly social game, with a minimum of violence. However, if necessary physical conflict should be resolved using paper, scissors, rock. 

This game requests prior registration. This game has detailed character sheets and minor costuming suggestions. Players that sign up in advance and are assigned a character before the event will have more time to become familiar with their characters, as well as costume themselves appropriately."
514,7/22/2023,5:30 PM,9:00 PM,The Final Voyage of the Mary Celeste,LARP 2,LARP,Tekko Staff,"It is November 1872. The brigantine Mary Celeste has been at sea for 23 days en route from New York to Genoa with a cargo of 1700 casks of commercial alcohol. It is a cargo with which the ship’s complement is unfamiliar. The Mary Celeste lies approximately 500 miles off the island of Santa Maria in the Azores...

A week later, the ship is found, abandoned, its cargo untouched. The crew is never found. Over the years, many bizarre theories have arisen to explain what happened on that fateful night, from aliens, to sea monsters, to time travelers. But what if they were all true?

This game requests prior registration. This game has detailed character sheets and minor costuming requirements. Players that sign up in advance of the convention and are assigned a character before the event will have more time to become familiar with their characters, as well as costume themselves appropriately. "
515,7/22/2023,9:00 PM,11:00 PM,Apotheosis,LARP 1,LARP,Tekko Staff,"Little Red Riding Hood began was first told sometime in the 10th century by European peasants, and was passed down in oral tradition until it was written down and popularized by Charles Perrault in the 17th century. In the 19th century, the Brothers Grimm created another well-known version. The versions vary greatly, and in another few centuries will look completely different. Little Red Riding Hood’s phylogeny includes hundreds of variants.

Our stories evolve over time, influenced by the people who told them to each other around campfires and bedsides, wrote them down, then digitized them. Our understanding of our stories changes as our culture does.

But for every story that we remember, dozens more might be forgotten.

How many stories have been lost to time?

In Apotheosis, 2-5 players will explore the relationship between a culture’s history and their dominant cultural story as they create and change a legend over the course of generations."
516,7/22/2023,9:00 PM,11:00 PM,All The President’s Zombies,LARP 2,LARP,Tekko Staff,"Mr. President, we have zombies.

Welcome to the center of power in the free world. This adventure focuses on a meeting between the President of the United States and many of his top advisors. They are discussing the development of what seems to be zombies in the south.

The game calls for eight players and one Game Master, playing those advisors and the President. No other game masters are needed for the scenario."
517,7/22/2023,11:00 PM,1:00 AM,Big Dicks (18+),LARP 1,LARP,Tekko Staff,"You are an important man at an important meeting, who must make an important decision. You have a big penis. It is represented by a balloon. 18+

(This game will be played the rest of the night every half hour. Whoever shows up first gets to play first.) "
518,7/22/2023,11:00 PM,1:00 AM,The Real Ghost Hunters of Sandusky Township,LARP 2,LARP,Tekko Staff,"The Real Ghost Hunters of Sandusky Township follows the cast and crew members of a ghost-hunting television show as they investigate a dark haunted house, armed with only a flashlight and any ghost-hunting paraphernalia you brought in with you. Unlike most of their encounters, this place is actually haunted by at least one spirit."
519,7/22/2023,9:30 AM,1:00 PM,PF2 One-Shot #1: Sundered Waves,RPG 1,RPG,Tekko Staff,"For years, the pirate Captain Renlock sailed the coast of the Arcadian Ocean from the Shackles to the south to the waters of Varisia to the north searching for plunder and adventure—until one day his luck ran out. The ship was captured by a navy and the captain and his crew were apprehended and imprisoned. Years later, after the captain's death in prison, the four released crewmembers receive a message from the deceased captain pointing them to treasure he hid for them."
520,7/22/2023,9:30 AM,1:00 PM,FATE Core: River City Ruffians,RPG 1,RPG,Tekko Staff,"Roll up your sleeves and get ready to throw down in a world straight out of the classic Kunio-Kun brawler. Learn the ins and outs of the FATE RPG system, and get your hands dirty with some old school 8-bit fun on pen and paper."
521,7/22/2023,9:30 AM,1:00 PM,SF Module: Steel Talon's Lair (from SF Beginner Box),RPG 1,RPG,Tekko Staff,"You hail from Absalom Station, a huge space platform that is the hub of culture, commerce, and government in the solar system known as the Pact Worlds. Life is relatively safe in many districts of Absalom Station, but danger is more common in the hundreds of levels of the Spike that extend beneath the station. In particular, the half‑explored Ghost Levels in the depths of the Spike, abandoned for hundreds of years or more, are home to monsters of all sorts, from simple criminals to alien creatures that have arrived on the station over the years by unknown means, creating whole ecosystems in the gloom. Lately, however, a far greater danger has come to threaten the people of Downside, as locals call the Spike."
522,7/22/2023,9:30 AM,1:00 PM,D&D 5e: Spelljammer Academy,RPG 1,RPG,Tekko Staff,"So, you wanna be a space marine, eh? Let's see how you do! You've been enrolled in Spelljammer Academy. Those who are the best get to boldly go where nobody has gone before, but first, you must survive your schooling and first missions."
523,7/22/2023,2:00 PM,6:00 PM,D&D 5e: Loch Ness Lake,RPG 1,RPG,Tekko Staff,"A modern setting of DnD. In a strange town, where nothing is quite right but never wrong, there is a lake where all residents can recall there being a dim light coming from the bottom. One day, a strange bounty appears to get a boomerang from the lake that another town citizen lost down there. Upon investigation, the party discovers a secret portal and life outside their strange little town..."
524,7/22/2023,2:00 PM,6:00 PM,"PF2 Mod: Menace Under Otari, Part 2: Lower Level (from PF2 Beginner Box)",RPG 1,RPG,Tekko Staff,"Word has begun to spread around Otari that there’s a problem down at the Otari Fishery. Some are saying that some sort of beast is lurking in the basement, feeding on the stores of salted fish. Folks are worried that whatever is eating the fish might get hungry enough to eat the fishers next!"
525,7/22/2023,2:00 PM,6:00 PM,D&D 5e: Pirates of Avaeus Part 1,RPG 1,RPG,Tekko Staff,"Southwest of Avaeus, lies The Devil's Maw. Pirates are rampant and so is treasure. But while there's no traditional law here...the Pirates have their own way of running things. Welcome to the Devil's Maw."
526,7/22/2023,2:00 PM,6:00 PM,SFS Intro: Year of Fortune's Fall,RPG 1,RPG,Tekko Staff,"The Starfinder Society travels to Castrovel to attend a museum gala celebrating the grand opening of its latest archaeological exhibit: a showcase of ancient civilizations of the Vast. With artifacts and belongings from the Scoured Stars in tow, the Starfinders prepare an exhibit display, network with esteemed archaeologists and organizations, and enjoy the event. But when a gang of violent thieves interrupts the gala, it’s up to the Starfinders to save lives, preserve priceless artifacts, and bring the thieves to justice!"
527,7/22/2023,7:00 PM,11:00 PM,D&D 5e: Bears and Botany,RPG 1,RPG,Tekko Staff,"In the sleepy town of Stillwater, an extraordinary phenomenon unfolds unbeknownst to its inhabitants. A magnificent tree, nestled at the heart of the community, Little do they realize that the melody is the clandestine source draining their life force. Unraveling the mystery, the player characters embark on a perilous quest, aiming to discover the true nature of the singing and find a way to liberate Stillwater from its insidious grip. Time is of the essence as they race against the fading life force of the townfolk, striving to restore balance without revealing the tree's malevolent secret."
